Sales;Date;Día;Mes;Año;Semana
13067.63;29/10/2009;5;10;2009;44
14192.46;30/10/2009;6;10;2009;44
14823.13;31/10/2009;7;10;2009;44
14626.29;01/11/2009;1;11;2009;44
14891.88;02/11/2009;2;11;2009;45
14549.96;03/11/2009;3;11;2009;45
13324.33;04/11/2009;4;11;2009;45
14334.83;05/11/2009;5;11;2009;45
14684.5;06/11/2009;6;11;2009;45
14740.25;07/11/2009;7;11;2009;45
14730.88;08/11/2009;1;11;2009;45
14583.54;09/11/2009;2;11;2009;46
14065.67;10/11/2009;3;11;2009;46
12958.75;11/11/2009;4;11;2009;46
14216.96;12/11/2009;5;11;2009;46
14390.38;13/11/2009;6;11;2009;46
14393;14/11/2009;7;11;2009;46
14698.08;15/11/2009;1;11;2009;46
14991.33;16/11/2009;2;11;2009;47
14804;17/11/2009;3;11;2009;47
13567;18/11/2009;4;11;2009;47
15064.46;19/11/2009;5;11;2009;47
15743.83;20/11/2009;6;11;2009;47
15600;21/11/2009;7;11;2009;47
15748.38;22/11/2009;1;11;2009;47
15836.54;23/11/2009;2;11;2009;48
15288.33;24/11/2009;3;11;2009;48
14078.38;25/11/2009;4;11;2009;48
15587.63;26/11/2009;5;11;2009;48
15831.33;27/11/2009;6;11;2009;48
15752.79;28/11/2009;7;11;2009;48
15874.92;29/11/2009;1;11;2009;48
15985.25;30/11/2009;2;11;2009;49
14189.29;01/12/2009;3;12;2009;49
14889.88;02/12/2009;4;12;2009;49
15537.88;03/12/2009;5;12;2009;49
15725.63;04/12/2009;6;12;2009;49
15099.5;05/12/2009;7;12;2009;49
14587.67;06/12/2009;1;12;2009;49
16161.75;07/12/2009;2;12;2009;50
15760.42;08/12/2009;3;12;2009;50
14558.71;09/12/2009;4;12;2009;50
15981.58;10/12/2009;5;12;2009;50
16402.25;11/12/2009;6;12;2009;50
16660.08;12/12/2009;7;12;2009;50
16713.42;13/12/2009;1;12;2009;50
16635.71;14/12/2009;2;12;2009;51
14454.42;15/12/2009;3;12;2009;51
11958.92;16/12/2009;4;12;2009;51
11397.13;17/12/2009;5;12;2009;51
11790.67;18/12/2009;6;12;2009;51
14242.42;19/12/2009;7;12;2009;51
15663.88;20/12/2009;1;12;2009;51
16159.5;21/12/2009;2;12;2009;52
15903.25;22/12/2009;3;12;2009;52
14703.17;23/12/2009;4;12;2009;52
15850.13;24/12/2009;5;12;2009;52
15877.58;25/12/2009;6;12;2009;52
15887.67;26/12/2009;7;12;2009;52
16148.13;27/12/2009;1;12;2009;52
15893.33;28/12/2009;2;12;2009;53
15285.33;29/12/2009;3;12;2009;53
14837.75;30/12/2009;4;12;2009;53
14341.38;31/12/2009;5;12;2009;53
15043.58;01/01/2010;6;1;2010;1
16180.5;02/01/2010;7;1;2010;1
16117.29;03/01/2010;1;1;2010;1
16146.75;04/01/2010;2;1;2010;2
15480.29;05/01/2010;3;1;2010;2
14576.54;06/01/2010;4;1;2010;2
15900.33;07/01/2010;5;1;2010;2
16446.63;08/01/2010;6;1;2010;2
16648;09/01/2010;7;1;2010;2
16600.33;10/01/2010;1;1;2010;2
16464.67;11/01/2010;2;1;2010;3
16119.63;12/01/2010;3;1;2010;3
14885;13/01/2010;4;1;2010;3
16265.46;14/01/2010;5;1;2010;3
16576.92;15/01/2010;6;1;2010;3
16466;16/01/2010;7;1;2010;3
16471.88;17/01/2010;1;1;2010;3
16434.08;18/01/2010;2;1;2010;4
15945.58;19/01/2010;3;1;2010;4
14909.42;20/01/2010;4;1;2010;4
15989.04;21/01/2010;5;1;2010;4
16249.13;22/01/2010;6;1;2010;4
16063.88;23/01/2010;7;1;2010;4
16030.88;24/01/2010;1;1;2010;4
16021.71;25/01/2010;2;1;2010;5
15441.58;26/01/2010;3;1;2010;5
14343.21;27/01/2010;4;1;2010;5
15715.29;28/01/2010;5;1;2010;5
15872;29/01/2010;6;1;2010;5
16395.54;30/01/2010;7;1;2010;5
15580.88;31/01/2010;1;1;2010;5
15295;01/02/2010;2;2;2010;6
14895.46;02/02/2010;3;2;2010;6
14025.08;03/02/2010;4;2;2010;6
15401.71;04/02/2010;5;2;2010;6
15713.42;05/02/2010;6;2;2010;6
15687.25;06/02/2010;7;2;2010;6
15538.58;07/02/2010;1;2;2010;6
15492.92;08/02/2010;2;2;2010;7
15073.5;09/02/2010;3;2;2010;7
13906.79;10/02/2010;4;2;2010;7
15520.08;11/02/2010;5;2;2010;7
15567.38;12/02/2010;6;2;2010;7
15577.13;13/02/2010;7;2;2010;7
15472.13;14/02/2010;1;2;2010;7
15712.33;15/02/2010;2;2;2010;8
15245.79;16/02/2010;3;2;2010;8
14364.25;17/02/2010;4;2;2010;8
15566.04;18/02/2010;5;2;2010;8
15694.83;19/02/2010;6;2;2010;8
15752.08;20/02/2010;7;2;2010;8
13686.63;21/02/2010;1;2;2010;8
11353.58;22/02/2010;2;2;2010;9
11345.83;23/02/2010;3;2;2010;9
11775.13;24/02/2010;4;2;2010;9
12863.17;25/02/2010;5;2;2010;9
14909.88;26/02/2010;6;2;2010;9
15420.21;27/02/2010;7;2;2010;9
15423.79;28/02/2010;1;2;2010;9
14890.38;01/03/2010;2;3;2010;10
14845.08;02/03/2010;3;3;2010;10
13346.67;03/03/2010;4;3;2010;10
14616.79;04/03/2010;5;3;2010;10
14889.54;05/03/2010;6;3;2010;10
14676.54;06/03/2010;7;3;2010;10
14645.5;07/03/2010;1;3;2010;10
14489.42;08/03/2010;2;3;2010;11
14129.88;09/03/2010;3;3;2010;11
13224.21;10/03/2010;4;3;2010;11
14556.67;11/03/2010;5;3;2010;11
14915.29;12/03/2010;6;3;2010;11
15010;13/03/2010;7;3;2010;11
14928.75;14/03/2010;1;3;2010;11
14855.96;15/03/2010;2;3;2010;12
14556.38;16/03/2010;3;3;2010;12
13649.21;17/03/2010;4;3;2010;12
15025.54;18/03/2010;5;3;2010;12
15275.63;19/03/2010;6;3;2010;12
15421.04;20/03/2010;7;3;2010;12
15539.71;21/03/2010;1;3;2010;12
15377.54;22/03/2010;2;3;2010;13
14958.42;23/03/2010;3;3;2010;13
14118.29;24/03/2010;4;3;2010;13
15397.63;25/03/2010;5;3;2010;13
15927.83;26/03/2010;6;3;2010;13
16027.38;27/03/2010;7;3;2010;13
16077.5;28/03/2010;1;3;2010;13
16079.29;29/03/2010;2;3;2010;14
15502.96;30/03/2010;3;3;2010;14
14442.88;31/03/2010;4;3;2010;14
15666.38;01/04/2010;5;4;2010;14
15461.42;02/04/2010;6;4;2010;14
15318.96;03/04/2010;7;4;2010;14
15619.75;04/04/2010;1;4;2010;14
15513.71;05/04/2010;2;4;2010;15
14941.79;06/04/2010;3;4;2010;15
13618.42;07/04/2010;4;4;2010;15
14838.92;08/04/2010;5;4;2010;15
15263.04;09/04/2010;6;4;2010;15
15108.04;10/04/2010;7;4;2010;15
15144.46;11/04/2010;1;4;2010;15
15044.08;12/04/2010;2;4;2010;16
14540.54;13/04/2010;3;4;2010;16
12936.58;14/04/2010;4;4;2010;16
14139.96;15/04/2010;5;4;2010;16
14836.25;16/04/2010;6;4;2010;16
14746.83;17/04/2010;7;4;2010;16
14703;18/04/2010;1;4;2010;16
14747.38;19/04/2010;2;4;2010;17
14470.21;20/04/2010;3;4;2010;17
13308;21/04/2010;4;4;2010;17
14115.46;22/04/2010;5;4;2010;17
13568.5;23/04/2010;6;4;2010;17
14746.08;24/04/2010;7;4;2010;17
14684.54;25/04/2010;1;4;2010;17
14370.25;26/04/2010;2;4;2010;18
13840.21;27/04/2010;3;4;2010;18
12469.46;28/04/2010;4;4;2010;18
13666.54;29/04/2010;5;4;2010;18
13920.13;30/04/2010;6;4;2010;18
13662.67;01/05/2010;7;5;2010;18
13698.08;02/05/2010;1;5;2010;18
13778.46;03/05/2010;2;5;2010;19
13434.79;04/05/2010;3;5;2010;19
12145.13;05/05/2010;4;5;2010;19
13494.54;06/05/2010;5;5;2010;19
13771.67;07/05/2010;6;5;2010;19
13890.38;08/05/2010;7;5;2010;19
14016;09/05/2010;1;5;2010;19
13924.67;10/05/2010;2;5;2010;20
13578.83;11/05/2010;3;5;2010;20
12228.92;12/05/2010;4;5;2010;20
13523.54;13/05/2010;5;5;2010;20
13940.5;14/05/2010;6;5;2010;20
13909.38;15/05/2010;7;5;2010;20
14012.29;16/05/2010;1;5;2010;20
13923.04;17/05/2010;2;5;2010;21
13541.42;18/05/2010;3;5;2010;21
11964.54;19/05/2010;4;5;2010;21
13638.96;20/05/2010;5;5;2010;21
13899.33;21/05/2010;6;5;2010;21
14069.71;22/05/2010;7;5;2010;21
14027.17;23/05/2010;1;5;2010;21
14016.04;24/05/2010;2;5;2010;22
13745.54;25/05/2010;3;5;2010;22
12463.5;26/05/2010;4;5;2010;22
13699.25;27/05/2010;5;5;2010;22
14075.54;28/05/2010;6;5;2010;22
14173.58;29/05/2010;7;5;2010;22
14131.42;30/05/2010;1;5;2010;22
13972.46;31/05/2010;2;5;2010;23
13741.17;01/06/2010;3;6;2010;23
12422;02/06/2010;4;6;2010;23
13811.17;03/06/2010;5;6;2010;23
14047.46;04/06/2010;6;6;2010;23
14036.38;05/06/2010;7;6;2010;23
14198.58;06/06/2010;1;6;2010;23
14450.88;07/06/2010;2;6;2010;24
14084.42;08/06/2010;3;6;2010;24
12822.67;09/06/2010;4;6;2010;24
14464.96;10/06/2010;5;6;2010;24
14730.75;11/06/2010;6;6;2010;24
14766.42;12/06/2010;7;6;2010;24
14817.08;13/06/2010;1;6;2010;24
14446;14/06/2010;2;6;2010;25
14056.42;15/06/2010;3;6;2010;25
12711.58;16/06/2010;4;6;2010;25
14349.58;17/06/2010;5;6;2010;25
14767.88;18/06/2010;6;6;2010;25
14638.79;19/06/2010;7;6;2010;25
14658.79;20/06/2010;1;6;2010;25
14717.21;21/06/2010;2;6;2010;26
14303.83;22/06/2010;3;6;2010;26
12999.71;23/06/2010;4;6;2010;26
14840.83;24/06/2010;5;6;2010;26
15352.25;25/06/2010;6;6;2010;26
15220.63;26/06/2010;7;6;2010;26
15251.5;27/06/2010;1;6;2010;26
15145.33;28/06/2010;2;6;2010;27
14635;29/06/2010;3;6;2010;27
13252.92;30/06/2010;4;6;2010;27
14926.29;01/07/2010;5;7;2010;27
15324.17;02/07/2010;6;7;2010;27
15365.96;03/07/2010;7;7;2010;27
15434.96;04/07/2010;1;7;2010;27
15537.63;05/07/2010;2;7;2010;28
15013.5;06/07/2010;3;7;2010;28
13611.75;07/07/2010;4;7;2010;28
15256.83;08/07/2010;5;7;2010;28
15588.71;09/07/2010;6;7;2010;28
15638.33;10/07/2010;7;7;2010;28
15501.71;11/07/2010;1;7;2010;28
15466.13;12/07/2010;2;7;2010;29
14891.58;13/07/2010;3;7;2010;29
13366.75;14/07/2010;4;7;2010;29
15190.17;15/07/2010;5;7;2010;29
15726.46;16/07/2010;6;7;2010;29
15987.67;17/07/2010;7;7;2010;29
16215.58;18/07/2010;1;7;2010;29
16237.96;19/07/2010;2;7;2010;30
15592.17;20/07/2010;3;7;2010;30
14210.17;21/07/2010;4;7;2010;30
15884.46;22/07/2010;5;7;2010;30
15992.63;23/07/2010;6;7;2010;30
15916.13;24/07/2010;7;7;2010;30
15924.75;25/07/2010;1;7;2010;30
16028.25;26/07/2010;2;7;2010;31
15443.83;27/07/2010;3;7;2010;31
13899.42;28/07/2010;4;7;2010;31
15707.25;29/07/2010;5;7;2010;31
16176.38;30/07/2010;6;7;2010;31
16281.04;31/07/2010;7;7;2010;31
16163.04;01/08/2010;1;8;2010;31
16120;02/08/2010;2;8;2010;32
15626.79;03/08/2010;3;8;2010;32
14194.04;04/08/2010;4;8;2010;32
15803.38;05/08/2010;5;8;2010;32
16083.79;06/08/2010;6;8;2010;32
16028.25;07/08/2010;7;8;2010;32
15814.67;08/08/2010;1;8;2010;32
15855.67;09/08/2010;2;8;2010;33
15300.67;10/08/2010;3;8;2010;33
13966.38;11/08/2010;4;8;2010;33
15851.17;12/08/2010;5;8;2010;33
16317.21;13/08/2010;6;8;2010;33
16196.58;14/08/2010;7;8;2010;33
16049.63;15/08/2010;1;8;2010;33
15848.42;16/08/2010;2;8;2010;34
14999.96;17/08/2010;3;8;2010;34
13435.21;18/08/2010;4;8;2010;34
14789.04;19/08/2010;5;8;2010;34
15234.96;20/08/2010;6;8;2010;34
15402.96;21/08/2010;7;8;2010;34
15450.71;22/08/2010;1;8;2010;34
15462.21;23/08/2010;2;8;2010;35
15096.42;24/08/2010;3;8;2010;35
13664.58;25/08/2010;4;8;2010;35
15258.46;26/08/2010;5;8;2010;35
15511.5;27/08/2010;6;8;2010;35
15545.92;28/08/2010;7;8;2010;35
15592.92;29/08/2010;1;8;2010;35
14319.71;30/08/2010;2;8;2010;36
13855.79;31/08/2010;3;8;2010;36
13392;01/09/2010;4;9;2010;36
14804.46;02/09/2010;5;9;2010;36
15211.58;03/09/2010;6;9;2010;36
15093.79;04/09/2010;7;9;2010;36
15120.17;05/09/2010;1;9;2010;36
15039.5;06/09/2010;2;9;2010;37
14427.13;07/09/2010;3;9;2010;37
12947.13;08/09/2010;4;9;2010;37
14432.58;09/09/2010;5;9;2010;37
14754.88;10/09/2010;6;9;2010;37
14723.88;11/09/2010;7;9;2010;37
14540.25;12/09/2010;1;9;2010;37
14470.96;13/09/2010;2;9;2010;38
14008.79;14/09/2010;3;9;2010;38
12637.17;15/09/2010;4;9;2010;38
13896.67;16/09/2010;5;9;2010;38
14272.67;17/09/2010;6;9;2010;38
14341.79;18/09/2010;7;9;2010;38
14167.21;19/09/2010;1;9;2010;38
14267.5;20/09/2010;2;9;2010;39
13848.13;21/09/2010;3;9;2010;39
12634.96;22/09/2010;4;9;2010;39
14065.79;23/09/2010;5;9;2010;39
14532.63;24/09/2010;6;9;2010;39
14570.21;25/09/2010;7;9;2010;39
14700.46;26/09/2010;1;9;2010;39
14557.08;27/09/2010;2;9;2010;40
14103.04;28/09/2010;3;9;2010;40
12785.54;29/09/2010;4;9;2010;40
14201.54;30/09/2010;5;9;2010;40
14603.29;01/10/2010;6;10;2010;40
14513.88;02/10/2010;7;10;2010;40
14385.29;03/10/2010;1;10;2010;40
14270.92;04/10/2010;2;10;2010;41
13870.71;05/10/2010;3;10;2010;41
12523.63;06/10/2010;4;10;2010;41
13947.29;07/10/2010;5;10;2010;41
14296.29;08/10/2010;6;10;2010;41
14247.54;09/10/2010;7;10;2010;41
14407.33;10/10/2010;1;10;2010;41
14378;11/10/2010;2;10;2010;42
13965.54;12/10/2010;3;10;2010;42
12554.38;13/10/2010;4;10;2010;42
13902.83;14/10/2010;5;10;2010;42
14374.29;15/10/2010;6;10;2010;42
14412.88;16/10/2010;7;10;2010;42
14362.25;17/10/2010;1;10;2010;42
14240;18/10/2010;2;10;2010;43
13977.38;19/10/2010;3;10;2010;43
12645.63;20/10/2010;4;10;2010;43
14021.71;21/10/2010;5;10;2010;43
14405.96;22/10/2010;6;10;2010;43
14402.38;23/10/2010;7;10;2010;43
14421.29;24/10/2010;1;10;2010;43
14501.04;25/10/2010;2;10;2010;44
14035.42;26/10/2010;3;10;2010;44
12637.04;27/10/2010;4;10;2010;44
13202.58;28/10/2010;5;10;2010;44
12884.46;29/10/2010;6;10;2010;44
14424.67;30/10/2010;7;10;2010;44
14722.83;31/10/2010;1;10;2010;44
14830.67;01/11/2010;2;11;2010;45
14440.5;02/11/2010;3;11;2010;45
12623.25;03/11/2010;4;11;2010;45
14526.58;04/11/2010;5;11;2010;45
15029.67;05/11/2010;6;11;2010;45
15266.67;06/11/2010;7;11;2010;45
15005.79;07/11/2010;1;11;2010;45
14936.58;08/11/2010;2;11;2010;46
14812.79;09/11/2010;3;11;2010;46
13453.83;10/11/2010;4;11;2010;46
15065.67;11/11/2010;5;11;2010;46
15521.54;12/11/2010;6;11;2010;46
15493.46;13/11/2010;7;11;2010;46
15636.83;14/11/2010;1;11;2010;46
15480.08;15/11/2010;2;11;2010;47
15142.08;16/11/2010;3;11;2010;47
13745.29;17/11/2010;4;11;2010;47
14950.88;18/11/2010;5;11;2010;47
15209.63;19/11/2010;6;11;2010;47
15347.71;20/11/2010;7;11;2010;47
15575.42;21/11/2010;1;11;2010;47
15579.13;22/11/2010;2;11;2010;48
15381.83;23/11/2010;3;11;2010;48
14239.71;24/11/2010;4;11;2010;48
15406.17;25/11/2010;5;11;2010;48
15816.54;26/11/2010;6;11;2010;48
16058.38;27/11/2010;7;11;2010;48
16137.46;28/11/2010;1;11;2010;48
16243.46;29/11/2010;2;11;2010;49
16083.25;30/11/2010;3;11;2010;49
15190.71;01/12/2010;4;12;2010;49
16171.88;02/12/2010;5;12;2010;49
16249.71;03/12/2010;6;12;2010;49
15013.33;04/12/2010;7;12;2010;49
12700.33;05/12/2010;1;12;2010;49
12365.58;06/12/2010;2;12;2010;50
12621.33;07/12/2010;3;12;2010;50
14259.46;08/12/2010;4;12;2010;50
16298.17;09/12/2010;5;12;2010;50
16984.46;10/12/2010;6;12;2010;50
17354.46;11/12/2010;7;12;2010;50
17591.21;12/12/2010;1;12;2010;50
17481.83;13/12/2010;2;12;2010;51
16655.79;14/12/2010;3;12;2010;51
15153.63;15/12/2010;4;12;2010;51
16737.29;16/12/2010;5;12;2010;51
17225.58;17/12/2010;6;12;2010;51
16182.13;18/12/2010;7;12;2010;51
17312.5;19/12/2010;1;12;2010;51
16915.42;20/12/2010;2;12;2010;52
16461.83;21/12/2010;3;12;2010;52
15259.58;22/12/2010;4;12;2010;52
16967.42;23/12/2010;5;12;2010;52
17340.42;24/12/2010;6;12;2010;52
17516.38;25/12/2010;7;12;2010;52
17642.71;26/12/2010;1;12;2010;52
17377.08;27/12/2010;2;12;2010;53
16826.21;28/12/2010;3;12;2010;53
15330.13;29/12/2010;4;12;2010;53
16386.21;30/12/2010;5;12;2010;53
16232.71;31/12/2010;6;12;2010;53
14698.17;01/01/2011;7;1;2011;1
16337.75;02/01/2011;1;1;2011;1
16531.17;03/01/2011;2;1;2011;2
15919.63;04/01/2011;3;1;2011;2
14651.88;05/01/2011;4;1;2011;2
15848.67;06/01/2011;5;1;2011;2
16183.88;07/01/2011;6;1;2011;2
16086.58;08/01/2011;7;1;2011;2
16299.63;09/01/2011;1;1;2011;2
16170.54;10/01/2011;2;1;2011;3
15873.75;11/01/2011;3;1;2011;3
14700.13;12/01/2011;4;1;2011;3
16407.38;13/01/2011;5;1;2011;3
16999.63;14/01/2011;6;1;2011;3
16847.58;15/01/2011;7;1;2011;3
16785.58;16/01/2011;1;1;2011;3
16877.42;17/01/2011;2;1;2011;4
16442;18/01/2011;3;1;2011;4
15195.42;19/01/2011;4;1;2011;4
16592.83;20/01/2011;5;1;2011;4
17006.5;21/01/2011;6;1;2011;4
17006.54;22/01/2011;7;1;2011;4
16904.92;23/01/2011;1;1;2011;4
16763.83;24/01/2011;2;1;2011;5
16353.63;25/01/2011;3;1;2011;5
15066.71;26/01/2011;4;1;2011;5
16731.88;27/01/2011;5;1;2011;5
16961.21;28/01/2011;6;1;2011;5
17097.13;29/01/2011;7;1;2011;5
16833.88;30/01/2011;1;1;2011;5
16506.17;31/01/2011;2;1;2011;6
16141.29;01/02/2011;3;2;2011;6
14892.54;02/02/2011;4;2;2011;6
16648.29;03/02/2011;5;2;2011;6
17079.08;04/02/2011;6;2;2011;6
16628.92;05/02/2011;7;2;2011;6
16465.63;06/02/2011;1;2;2011;6
16118.25;07/02/2011;2;2;2011;7
15200.96;08/02/2011;3;2;2011;7
15158.75;09/02/2011;4;2;2011;7
14081.21;10/02/2011;5;2;2011;7
12115.42;11/02/2011;6;2;2011;7
12221.63;12/02/2011;7;2;2011;7
12638.46;13/02/2011;1;2;2011;7
13096.96;14/02/2011;2;2;2011;8
14030.42;15/02/2011;3;2;2011;8
14571.79;16/02/2011;4;2;2011;8
16684.17;17/02/2011;5;2;2011;8
17267.04;18/02/2011;6;2;2011;8
17376.67;19/02/2011;7;2;2011;8
17336.5;20/02/2011;1;2;2011;8
17323.33;21/02/2011;2;2;2011;9
16807.38;22/02/2011;3;2;2011;9
15736.33;23/02/2011;4;2;2011;9
17041.5;24/02/2011;5;2;2011;9
17314.38;25/02/2011;6;2;2011;9
17444.75;26/02/2011;7;2;2011;9
17420.54;27/02/2011;1;2;2011;9
17192.92;28/02/2011;2;2;2011;10
16562.75;01/03/2011;3;3;2011;10
15296.33;02/03/2011;4;3;2011;10
16759.67;03/03/2011;5;3;2011;10
17124.54;04/03/2011;6;3;2011;10
17064.5;05/03/2011;7;3;2011;10
17011.83;06/03/2011;1;3;2011;10
16816.92;07/03/2011;2;3;2011;11
16097.83;08/03/2011;3;3;2011;11
14911.88;09/03/2011;4;3;2011;11
16262.29;10/03/2011;5;3;2011;11
16631.54;11/03/2011;6;3;2011;11
16708;12/03/2011;7;3;2011;11
16571.08;13/03/2011;1;3;2011;11
16820.5;14/03/2011;2;3;2011;12
16191.04;15/03/2011;3;3;2011;12
14913.33;16/03/2011;4;3;2011;12
16403.13;17/03/2011;5;3;2011;12
16767.96;18/03/2011;6;3;2011;12
16804.67;19/03/2011;7;3;2011;12
16847.21;20/03/2011;1;3;2011;12
16845.17;21/03/2011;2;3;2011;13
16647.04;22/03/2011;3;3;2011;13
15289.79;23/03/2011;4;3;2011;13
16998.88;24/03/2011;5;3;2011;13
16841.75;25/03/2011;6;3;2011;13
16601.46;26/03/2011;7;3;2011;13
16554.83;27/03/2011;1;3;2011;13
16526.42;28/03/2011;2;3;2011;14
15965.96;29/03/2011;3;3;2011;14
14606.83;30/03/2011;4;3;2011;14
15797.92;31/03/2011;5;3;2011;14
15821.79;01/04/2011;6;4;2011;14
15969.58;02/04/2011;7;4;2011;14
16000.29;03/04/2011;1;4;2011;14
15764.71;04/04/2011;2;4;2011;15
15145.08;05/04/2011;3;4;2011;15
13779.75;06/04/2011;4;4;2011;15
15344.96;07/04/2011;5;4;2011;15
15864.63;08/04/2011;6;4;2011;15
15897.88;09/04/2011;7;4;2011;15
15562.29;10/04/2011;1;4;2011;15
15558.33;11/04/2011;2;4;2011;16
14635.38;12/04/2011;3;4;2011;16
13360.21;13/04/2011;4;4;2011;16
14974.75;14/04/2011;5;4;2011;16
15248.33;15/04/2011;6;4;2011;16
15420.96;16/04/2011;7;4;2011;16
15537.75;17/04/2011;1;4;2011;16
15860.67;18/04/2011;2;4;2011;17
15318.38;19/04/2011;3;4;2011;17
13879;20/04/2011;4;4;2011;17
15107.13;21/04/2011;5;4;2011;17
15218.54;22/04/2011;6;4;2011;17
14435.75;23/04/2011;7;4;2011;17
15187.71;24/04/2011;1;4;2011;17
15322.5;25/04/2011;2;4;2011;18
14752.83;26/04/2011;3;4;2011;18
13417.46;27/04/2011;4;4;2011;18
14752.63;28/04/2011;5;4;2011;18
14807.17;29/04/2011;6;4;2011;18
14563.08;30/04/2011;7;4;2011;18
14262.92;01/05/2011;1;5;2011;18
14304.46;02/05/2011;2;5;2011;19
13985.88;03/05/2011;3;5;2011;19
12557.08;04/05/2011;4;5;2011;19
14124.96;05/05/2011;5;5;2011;19
14483.63;06/05/2011;6;5;2011;19
14483.04;07/05/2011;7;5;2011;19
14698.46;08/05/2011;1;5;2011;19
14726.88;09/05/2011;2;5;2011;20
14419.29;10/05/2011;3;5;2011;20
13024.92;11/05/2011;4;5;2011;20
14590.88;12/05/2011;5;5;2011;20
15064.75;13/05/2011;6;5;2011;20
15208.58;14/05/2011;7;5;2011;20
15049.92;15/05/2011;1;5;2011;20
14789.54;16/05/2011;2;5;2011;21
14506.92;17/05/2011;3;5;2011;21
12915.25;18/05/2011;4;5;2011;21
13194.42;19/05/2011;5;5;2011;21
14805.75;20/05/2011;6;5;2011;21
15111.5;21/05/2011;7;5;2011;21
15037.58;22/05/2011;1;5;2011;21
15075.08;23/05/2011;2;5;2011;22
14525.58;24/05/2011;3;5;2011;22
12933.29;25/05/2011;4;5;2011;22
14444.21;26/05/2011;5;5;2011;22
14878;27/05/2011;6;5;2011;22
14856.29;28/05/2011;7;5;2011;22
14867;29/05/2011;1;5;2011;22
14673.25;30/05/2011;2;5;2011;23
14141.54;31/05/2011;3;5;2011;23
12799.04;01/06/2011;4;6;2011;23
14271.17;02/06/2011;5;6;2011;23
14680.08;03/06/2011;6;6;2011;23
14829.29;04/06/2011;7;6;2011;23
14978.29;05/06/2011;1;6;2011;23
15081.79;06/06/2011;2;6;2011;24
14502.92;07/06/2011;3;6;2011;24
13213.5;08/06/2011;4;6;2011;24
14673.29;09/06/2011;5;6;2011;24
15066.13;10/06/2011;6;6;2011;24
15337.33;11/06/2011;7;6;2011;24
15437.54;12/06/2011;1;6;2011;24
15521.5;13/06/2011;2;6;2011;25
14981.17;14/06/2011;3;6;2011;25
13550.29;15/06/2011;4;6;2011;25
15549.58;16/06/2011;5;6;2011;25
15800.63;17/06/2011;6;6;2011;25
15752.29;18/06/2011;7;6;2011;25
15760.67;19/06/2011;1;6;2011;25
15607.17;20/06/2011;2;6;2011;26
14895.33;21/06/2011;3;6;2011;26
13271.29;22/06/2011;4;6;2011;26
15060;23/06/2011;5;6;2011;26
15337.42;24/06/2011;6;6;2011;26
15699.58;25/06/2011;7;6;2011;26
16004.67;26/06/2011;1;6;2011;26
16155.58;27/06/2011;2;6;2011;27
15688.5;28/06/2011;3;6;2011;27
14051.54;29/06/2011;4;6;2011;27
15935.13;30/06/2011;5;6;2011;27
16409.25;01/07/2011;6;7;2011;27
16550.13;02/07/2011;7;7;2011;27
16730.33;03/07/2011;1;7;2011;27
16861.88;04/07/2011;2;7;2011;28
16427.88;05/07/2011;3;7;2011;28
14483.92;06/07/2011;4;7;2011;28
16206.75;07/07/2011;5;7;2011;28
16506.25;08/07/2011;6;7;2011;28
16548.92;09/07/2011;7;7;2011;28
16441.54;10/07/2011;1;7;2011;28
16580.21;11/07/2011;2;7;2011;29
15930.83;12/07/2011;3;7;2011;29
14141.96;13/07/2011;4;7;2011;29
16035.54;14/07/2011;5;7;2011;29
16493.38;15/07/2011;6;7;2011;29
16505.08;16/07/2011;7;7;2011;29
16670.29;17/07/2011;1;7;2011;29
16692.46;18/07/2011;2;7;2011;30
16051.25;19/07/2011;3;7;2011;30
14299.88;20/07/2011;4;7;2011;30
16329.58;21/07/2011;5;7;2011;30
16785.29;22/07/2011;6;7;2011;30
16797.63;23/07/2011;7;7;2011;30
17000.38;24/07/2011;1;7;2011;30
16928.17;25/07/2011;2;7;2011;31
16250.58;26/07/2011;3;7;2011;31
14540;27/07/2011;4;7;2011;31
16353.54;28/07/2011;5;7;2011;31
16782.38;29/07/2011;6;7;2011;31
16809.79;30/07/2011;7;7;2011;31
17033.5;31/07/2011;1;7;2011;31
17099.58;01/08/2011;2;8;2011;32
16430.58;02/08/2011;3;8;2011;32
14904.92;03/08/2011;4;8;2011;32
16565.08;04/08/2011;5;8;2011;32
16861.13;05/08/2011;6;8;2011;32
17029.79;06/08/2011;7;8;2011;32
17249.75;07/08/2011;1;8;2011;32
17205.92;08/08/2011;2;8;2011;33
16492.88;09/08/2011;3;8;2011;33
14644.83;10/08/2011;4;8;2011;33
16292.38;11/08/2011;5;8;2011;33
16757.38;12/08/2011;6;8;2011;33
16753.63;13/08/2011;7;8;2011;33
16818.42;14/08/2011;1;8;2011;33
16903.75;15/08/2011;2;8;2011;34
16287.38;16/08/2011;3;8;2011;34
14825.13;17/08/2011;4;8;2011;34
16638.38;18/08/2011;5;8;2011;34
17111.96;19/08/2011;6;8;2011;34
17112.29;20/08/2011;7;8;2011;34
17105.71;21/08/2011;1;8;2011;34
17061.88;22/08/2011;2;8;2011;35
16297.88;23/08/2011;3;8;2011;35
14754.21;24/08/2011;4;8;2011;35
16503.75;25/08/2011;5;8;2011;35
17069.04;26/08/2011;6;8;2011;35
17226.75;27/08/2011;7;8;2011;35
